shipment_id,order_date,expected_date,received_date,store_id,product_id,supplier_id,quantity_ordered,quantity_received,is_late
SHIP00303,2025-09-15,2025-10-03,2025-10-03,S002,P0153,SUP003,96,96,False
SHIP00304,2026-01-14,2026-02-01,2026-02-01,S002,P0153,SUP003,96,96,False
SHIP00305,2025-10-28,2025-11-11,2025-11-11,S002,P0154,SUP022,69,69,False
SHIP00306,2025-10-05,2025-10-26,2025-10-26,S002,P0155,SUP013,96,96,False
SHIP00307,2025-10-05,2025-10-21,2025-10-21,S002,P0156,SUP029,93,93,False
SHIP00308,2025-11-20,2025-12-08,2025-12-08,S002,P0158,SUP020,87,87,False
SHIP00309,2025-12-14,2025-12-31,2025-12-31,S002,P0159,SUP014,87,87,False
SHIP00310,2025-07-30,2025-08-13,2025-08-13,S002,P0160,SUP030,96,96,False
SHIP00311,2025-12-10,2025-12-24,2025-12-24,S002,P0160,SUP030,96,96,False
SHIP00312,2025-09-25,2025-10-11,2025-10-11,S002,P0161,SUP007,60,60,False
SHIP00313,2025-12-04,2025-12-20,2025-12-20,S002,P0161,SUP007,60,60,False
SHIP00314,2025-11-05,2025-11-16,2025-11-16,S002,P0162,SUP008,63,63,False
SHIP00315,2025-10-06,2025-10-27,2025-10-27,S002,P0163,SUP013,105,105,False
SHIP00316,2025-09-13,2025-09-27,2025-09-27,S002,P0164,SUP022,81,81,False
SHIP00317,2025-11-29,2025-12-13,2025-12-13,S002,P0164,SUP022,81,81,False
SHIP00318,2025-10-20,2025-11-03,2025-11-03,S002,P0165,SUP015,93,93,False
SHIP00319,2025-09-05,2025-09-19,2025-09-19,S002,P0166,SUP030,120,120,False
SHIP00320,2025-08-28,2025-09-17,2025-09-17,S002,P0167,SUP001,117,117,False
SHIP00321,2025-09-28,2025-10-16,2025-10-16,S002,P0168,SUP020,72,72,False
SHIP00322,2026-01-09,2026-01-27,2026-01-27,S002,P0168,SUP020,72,72,False
SHIP00323,2025-12-27,2026-01-14,2026-01-14,S002,P0169,SUP003,69,69,False
SHIP00324,2025-11-20,2025-12-05,2025-12-05,S002,P0170,SUP017,120,120,False
SHIP00325,2025-08-23,2025-09-12,2025-09-12,S002,P0171,SUP005,87,87,False
SHIP00326,2025-10-28,2025-11-17,2025-11-17,S002,P0171,SUP005,87,87,False
SHIP00327,2025-12-05,2025-12-21,2025-12-21,S002,P0173,SUP029,102,102,False
SHIP00328,2025-08-07,2025-08-19,2025-08-19,S002,P0174,SUP012,114,114,False
SHIP00329,2026-01-15,2026-01-27,2026-01-27,S002,P0174,SUP012,114,114,False
SHIP00330,2025-09-30,2025-10-20,2025-10-20,S002,P0175,SUP006,72,72,False
SHIP00331,2025-12-21,2026-01-10,2026-01-10,S002,P0175,SUP006,72,72,False
SHIP00332,2025-08-13,2025-09-02,2025-09-02,S002,P0176,SUP027,87,87,False
SHIP00333,2025-11-30,2025-12-20,2025-12-20,S002,P0176,SUP027,87,87,False
SHIP00334,2025-10-02,2025-10-20,2025-10-24,S002,P0177,SUP020,99,99,True
SHIP00335,2025-09-13,2025-09-27,2025-09-27,S002,P0178,SUP022,78,78,False
SHIP00336,2025-12-25,2026-01-08,2026-01-08,S002,P0178,SUP022,78,78,False
SHIP00337,2025-08-17,2025-08-31,2025-08-31,S002,P0179,SUP030,111,111,False
SHIP00338,2025-12-01,2025-12-15,2025-12-15,S002,P0179,SUP030,111,111,False
SHIP00339,2025-10-01,2025-10-17,2025-10-17,S002,P0180,SUP029,108,108,False
SHIP00340,2025-11-16,2025-11-30,2025-11-30,S002,P0181,SUP009,84,84,False
SHIP00341,2025-08-23,2025-09-08,2025-09-08,S002,P0182,SUP029,84,84,False
SHIP00342,2025-11-23,2025-12-09,2025-12-09,S002,P0182,SUP029,84,84,False
SHIP00343,2025-10-14,2025-10-29,2025-10-29,S002,P0183,SUP024,87,87,False
SHIP00344,2025-12-09,2025-12-23,2025-12-23,S002,P0184,SUP009,90,90,False
SHIP00345,2025-09-03,2025-09-21,2025-09-28,S002,P0185,SUP020,102,102,True
SHIP00346,2025-09-08,2025-09-24,2025-09-24,S002,P0187,SUP007,72,72,False
SHIP00347,2025-12-08,2025-12-24,2025-12-24,S002,P0187,SUP007,72,72,False
SHIP00348,2025-12-21,2026-01-04,2026-01-04,S002,P0189,SUP009,81,81,False
SHIP00349,2025-12-05,2025-12-23,2025-12-23,S002,P0190,SUP003,96,96,False
SHIP00350,2025-11-09,2025-11-29,2025-11-29,S002,P0191,SUP027,93,93,False
SHIP00351,2025-08-03,2025-08-16,2025-08-16,S002,P0192,SUP002,96,96,False
SHIP00352,2025-12-06,2025-12-19,2025-12-19,S002,P0192,SUP002,96,96,False
SHIP00353,2025-08-12,2025-09-01,2025-09-01,S002,P0193,SUP011,84,84,False
SHIP00354,2025-11-30,2025-12-20,2025-12-20,S002,P0193,SUP011,84,84,False
SHIP00355,2025-11-17,2025-12-04,2025-12-04,S002,P0194,SUP021,69,69,False
SHIP00356,2025-10-26,2025-11-15,2025-11-15,S002,P0195,SUP006,93,93,False
SHIP00357,2025-11-02,2025-11-14,2025-11-14,S002,P0196,SUP018,84,84,False
SHIP00358,2025-11-22,2025-12-04,2025-12-04,S002,P0197,SUP018,96,96,False
SHIP00359,2025-11-01,2025-11-10,2025-11-10,S002,P0198,SUP004,93,93,False
SHIP00360,2025-09-03,2025-09-19,2025-09-19,S002,P0199,SUP029,81,81,False
SHIP00361,2025-12-02,2025-12-18,2025-12-18,S002,P0199,SUP029,81,81,False
SHIP00362,2025-10-30,2025-11-19,2025-11-19,S003,P0003,SUP005,27,27,False
SHIP00363,2025-09-12,2025-09-26,2025-09-26,S003,P0004,SUP022,30,30,False
SHIP00364,2025-08-23,2025-08-27,2025-09-01,S003,P0005,SUP019,30,30,True
SHIP00365,2025-12-12,2025-12-25,2025-12-25,S003,P0006,SUP002,30,30,False
SHIP00366,2025-08-28,2025-09-15,2025-09-15,S003,P0007,SUP003,30,30,False
SHIP00367,2025-12-19,2025-12-31,2025-12-31,S003,P0009,SUP018,15,15,False
SHIP00368,2025-09-22,2025-10-03,2025-10-03,S003,P0011,SUP008,21,21,False
SHIP00369,2025-11-24,2025-12-11,2025-12-11,S003,P0013,SUP026,18,18,False
SHIP00370,2025-09-07,2025-09-11,2025-09-15,S003,P0015,SUP023,24,24,True
SHIP00371,2025-10-22,2025-11-11,2025-11-11,S003,P0016,SUP011,30,30,False
SHIP00372,2025-09-05,2025-09-14,2025-09-14,S003,P0019,SUP004,24,24,False
SHIP00373,2025-12-24,2026-01-05,2026-01-05,S003,P0021,SUP012,27,27,False
SHIP00374,2025-07-16,2025-08-02,2025-08-02,S003,P0023,SUP026,30,30,False
SHIP00375,2025-11-20,2025-12-02,2025-12-02,S003,P0025,SUP018,24,24,False
SHIP00376,2025-12-26,2026-01-09,2026-01-09,S003,P0026,SUP030,21,21,False
SHIP00377,2025-07-17,2025-08-04,2025-08-11,S003,P0027,SUP003,30,30,True
SHIP00378,2025-11-03,2025-11-23,2025-11-25,S003,P0028,SUP027,27,27,True
SHIP00379,2025-07-02,2025-07-06,2025-07-09,S003,P0030,SUP023,24,24,True
SHIP00380,2025-12-24,2026-01-06,2026-01-06,S003,P0031,SUP002,18,18,False
SHIP00381,2025-08-26,2025-09-15,2025-09-15,S003,P0032,SUP025,24,24,False
SHIP00382,2025-07-22,2025-08-11,2025-08-11,S003,P0034,SUP028,30,30,False
SHIP00383,2025-09-27,2025-10-18,2025-10-18,S003,P0035,SUP013,30,30,False
SHIP00384,2025-09-04,2025-09-24,2025-09-24,S003,P0037,SUP006,15,15,False
SHIP00385,2025-07-25,2025-08-08,2025-08-08,S003,P0039,SUP022,27,27,False
SHIP00386,2025-11-01,2025-11-05,2025-11-05,S003,P0040,SUP023,15,12,False
SHIP00387,2025-11-03,2025-11-24,2025-11-28,S003,P0044,SUP013,21,21,True
SHIP00388,2025-11-07,2025-11-21,2025-11-21,S003,P0045,SUP030,27,27,False
SHIP00389,2025-08-21,2025-09-04,2025-09-04,S003,P0046,SUP022,21,21,False
SHIP00390,2025-09-16,2025-10-06,2025-10-06,S003,P0047,SUP027,18,18,False
SHIP00391,2025-10-01,2025-10-18,2025-10-18,S003,P0049,SUP026,15,15,False
SHIP00392,2025-10-13,2025-11-03,2025-11-03,S003,P0050,SUP013,18,18,False
SHIP00393,2025-07-20,2025-08-07,2025-08-09,S003,P0051,SUP003,78,78,True
SHIP00394,2025-11-09,2025-11-25,2025-11-25,S003,P0053,SUP007,75,75,False
SHIP00395,2025-08-30,2025-09-20,2025-09-20,S003,P0054,SUP013,60,60,False
SHIP00396,2025-09-27,2025-10-17,2025-10-17,S003,P0055,SUP005,48,48,False
SHIP00397,2025-09-04,2025-09-24,2025-09-24,S003,P0056,SUP005,84,84,False
SHIP00398,2025-12-27,2026-01-11,2026-01-11,S003,P0057,SUP024,54,54,False
SHIP00399,2025-12-08,2025-12-23,2025-12-25,S003,P0058,SUP024,51,51,True
SHIP00400,2025-10-25,2025-11-10,2025-11-10,S003,P0059,SUP029,87,87,False
SHIP00401,2025-11-19,2025-12-01,2025-12-01,S003,P0060,SUP012,78,78,False
SHIP00402,2025-11-14,2025-12-04,2025-12-04,S003,P0061,SUP005,54,54,False
SHIP00403,2025-10-21,2025-11-08,2025-11-08,S003,P0062,SUP003,66,66,False
SHIP00404,2025-12-13,2026-01-02,2026-01-02,S003,P0063,SUP028,48,48,False
SHIP00405,2025-10-30,2025-11-16,2025-11-16,S003,P0065,SUP026,45,45,False
SHIP00406,2025-07-12,2025-07-30,2025-07-31,S003,P0066,SUP020,90,90,True
SHIP00407,2025-10-01,2025-10-22,2025-10-22,S003,P0067,SUP013,84,84,False
SHIP00408,2025-12-20,2026-01-07,2026-01-07,S003,P0068,SUP020,54,54,False
SHIP00409,2025-10-21,2025-11-05,2025-11-05,S003,P0069,SUP017,87,87,False
SHIP00410,2025-08-13,2025-08-25,2025-08-25,S003,P0070,SUP018,51,51,False
SHIP00411,2025-10-02,2025-10-16,2025-10-16,S003,P0071,SUP022,57,57,False
SHIP00412,2025-09-11,2025-09-25,2025-09-25,S003,P0072,SUP022,57,57,False
SHIP00413,2025-10-18,2025-11-07,2025-11-07,S003,P0073,SUP025,75,75,False
SHIP00414,2025-10-07,2025-10-16,2025-10-16,S003,P0074,SUP004,72,72,False
SHIP00415,2025-10-12,2025-10-29,2025-10-29,S003,P0075,SUP014,84,84,False
SHIP00416,2025-09-08,2025-09-22,2025-09-22,S003,P0076,SUP015,54,54,False
SHIP00417,2025-12-05,2025-12-20,2025-12-20,S003,P0077,SUP024,63,63,False
SHIP00418,2025-09-28,2025-10-13,2025-10-18,S003,P0078,SUP017,87,87,True
SHIP00419,2025-09-22,2025-10-07,2025-10-07,S003,P0079,SUP017,84,84,False
SHIP00420,2025-11-07,2025-11-27,2025-11-27,S003,P0080,SUP028,87,87,False
SHIP00421,2025-10-18,2025-11-07,2025-11-07,S003,P0081,SUP027,84,84,False
SHIP00422,2025-12-20,2026-01-09,2026-01-09,S003,P0082,SUP005,54,54,False
SHIP00423,2025-09-02,2025-09-22,2025-09-22,S003,P0083,SUP025,84,84,False
SHIP00424,2025-10-07,2025-10-19,2025-10-19,S003,P0084,SUP018,69,69,False
SHIP00425,2025-10-09,2025-10-27,2025-10-27,S003,P0085,SUP020,57,57,False
SHIP00426,2025-10-06,2025-10-22,2025-10-22,S003,P0086,SUP016,90,90,False
SHIP00427,2025-10-12,2025-10-21,2025-10-21,S003,P0087,SUP004,51,51,False
SHIP00428,2025-09-12,2025-09-28,2025-09-28,S003,P0088,SUP029,51,51,False
SHIP00429,2025-12-21,2026-01-06,2026-01-06,S003,P0088,SUP029,51,51,False
SHIP00430,2025-10-23,2025-11-03,2025-11-03,S003,P0089,SUP008,54,54,False
SHIP00431,2025-11-16,2025-11-27,2025-11-27,S003,P0090,SUP008,78,78,False
SHIP00432,2025-09-18,2025-10-06,2025-10-06,S003,P0091,SUP003,48,48,False
SHIP00433,2025-11-29,2025-12-19,2025-12-19,S003,P0092,SUP027,75,75,False
SHIP00434,2025-12-27,2026-01-16,2026-01-16,S003,P0094,SUP005,78,78,False
SHIP00435,2025-11-16,2025-11-28,2025-12-04,S003,P0095,SUP018,84,84,True
SHIP00436,2025-10-12,2025-10-16,2025-10-16,S003,P0098,SUP023,72,72,False
SHIP00437,2025-09-29,2025-10-20,2025-10-20,S003,P0099,SUP013,54,54,False
SHIP00438,2025-12-10,2025-12-24,2025-12-24,S003,P0100,SUP015,63,63,False
SHIP00439,2025-08-15,2025-08-24,2025-08-24,S003,P0101,SUP004,60,60,False
SHIP00440,2025-11-23,2025-12-04,2025-12-04,S003,P0102,SUP008,39,39,False
SHIP00441,2025-11-29,2025-12-19,2025-12-19,S003,P0103,SUP011,33,33,False
SHIP00442,2025-09-29,2025-10-03,2025-10-03,S003,P0104,SUP019,54,54,False
SHIP00443,2026-01-03,2026-01-07,2026-01-07,S003,P0105,SUP019,33,33,False
SHIP00444,2025-11-13,2025-12-03,2025-12-06,S003,P0106,SUP001,42,42,True
SHIP00445,2025-12-18,2025-12-22,2025-12-22,S003,P0107,SUP023,39,39,False
SHIP00446,2025-11-26,2025-12-07,2025-12-07,S003,P0108,SUP008,48,48,False
SHIP00447,2026-01-03,2026-01-19,2026-01-19,S003,P0109,SUP029,54,54,False
SHIP00448,2025-10-25,2025-11-10,2025-11-10,S003,P0113,SUP007,60,60,False
SHIP00449,2025-11-28,2025-12-13,2025-12-13,S003,P0114,SUP024,54,54,False
SHIP00450,2025-07-08,2025-07-19,2025-07-19,S003,P0115,SUP008,57,57,False
SHIP00451,2025-12-16,2026-01-01,2026-01-01,S003,P0117,SUP007,60,60,False
SHIP00452,2025-12-23,2026-01-01,2026-01-01,S003,P0118,SUP004,42,42,False
SHIP00453,2025-09-04,2025-09-21,2025-09-21,S003,P0120,SUP014,36,36,False
SHIP00454,2025-10-19,2025-11-08,2025-11-08,S003,P0121,SUP028,42,42,False
SHIP00455,2025-11-05,2025-11-18,2025-11-18,S003,P0123,SUP002,30,30,False
SHIP00456,2025-09-08,2025-09-25,2025-09-25,S003,P0125,SUP026,36,36,False
SHIP00457,2025-10-30,2025-11-15,2025-11-15,S003,P0127,SUP007,60,60,False
SHIP00458,2025-12-14,2026-01-03,2026-01-03,S003,P0128,SUP005,33,33,False
SHIP00459,2025-07-16,2025-08-05,2025-08-05,S003,P0129,SUP006,60,60,False
SHIP00460,2025-09-17,2025-10-01,2025-10-01,S003,P0130,SUP015,33,33,False
SHIP00461,2025-10-24,2025-11-13,2025-11-13,S003,P0131,SUP028,54,54,False
SHIP00462,2025-09-03,2025-09-17,2025-09-17,S003,P0132,SUP015,48,48,False
SHIP00463,2025-10-10,2025-10-23,2025-10-29,S003,P0133,SUP002,51,51,True
SHIP00464,2025-11-05,2025-11-23,2025-11-23,S003,P0134,SUP003,36,36,False
SHIP00465,2025-10-09,2025-10-29,2025-10-29,S003,P0135,SUP006,42,42,False
SHIP00466,2026-01-07,2026-01-23,2026-01-23,S003,P0137,SUP007,45,45,False
SHIP00467,2025-12-23,2026-01-08,2026-01-13,S003,P0138,SUP029,57,57,True
SHIP00468,2025-12-27,2026-01-16,2026-01-16,S003,P0140,SUP001,30,30,False
SHIP00469,2025-09-28,2025-10-12,2025-10-13,S003,P0141,SUP009,36,36,True
SHIP00470,2025-11-26,2025-12-07,2025-12-07,S003,P0142,SUP010,57,57,False
SHIP00471,2025-07-05,2025-07-09,2025-07-09,S003,P0143,SUP023,60,60,False
SHIP00472,2025-09-06,2025-09-26,2025-09-26,S003,P0144,SUP005,42,42,False
SHIP00473,2025-10-01,2025-10-12,2025-10-12,S003,P0145,SUP010,60,60,False
SHIP00474,2025-10-19,2025-11-01,2025-11-01,S003,P0146,SUP002,51,51,False
SHIP00475,2025-12-06,2025-12-21,2025-12-22,S003,P0147,SUP024,51,51,True
SHIP00476,2025-11-17,2025-11-30,2025-11-30,S003,P0148,SUP002,42,42,False
SHIP00477,2025-10-06,2025-10-10,2025-10-17,S003,P0149,SUP019,54,54,True
SHIP00478,2025-08-12,2025-08-27,2025-08-27,S003,P0150,SUP017,45,45,False
SHIP00479,2025-11-23,2025-12-06,2025-12-06,S003,P0151,SUP002,69,69,False
SHIP00480,2025-09-12,2025-10-02,2025-10-02,S003,P0152,SUP028,114,114,False
SHIP00481,2025-10-09,2025-10-27,2025-10-27,S003,P0153,SUP003,108,108,False
SHIP00482,2025-10-29,2025-11-12,2025-11-12,S003,P0154,SUP022,87,87,False
SHIP00483,2025-08-05,2025-08-26,2025-08-26,S003,P0155,SUP013,81,81,False
SHIP00484,2025-11-17,2025-12-08,2025-12-08,S003,P0155,SUP013,81,81,False
SHIP00485,2025-10-26,2025-11-11,2025-11-11,S003,P0156,SUP029,117,117,False
SHIP00486,2025-08-15,2025-09-02,2025-09-02,S003,P0158,SUP020,60,60,False
SHIP00487,2025-11-03,2025-11-21,2025-11-21,S003,P0158,SUP020,60,60,False
SHIP00488,2025-09-14,2025-10-01,2025-10-01,S003,P0159,SUP014,87,87,False
SHIP00489,2025-12-12,2025-12-29,2025-12-29,S003,P0159,SUP014,87,87,False
SHIP00490,2025-09-27,2025-10-11,2025-10-11,S003,P0160,SUP030,72,72,False
SHIP00491,2025-12-31,2026-01-14,2026-01-14,S003,P0160,SUP030,72,72,False
SHIP00492,2025-12-27,2026-01-12,2026-01-12,S003,P0161,SUP007,84,84,False
SHIP00493,2025-09-19,2025-09-30,2025-09-30,S003,P0162,SUP008,90,90,False
SHIP00494,2026-01-08,2026-01-19,2026-01-19,S003,P0162,SUP008,90,90,False
SHIP00495,2025-09-14,2025-10-05,2025-10-05,S003,P0163,SUP013,60,60,False
SHIP00496,2025-11-29,2025-12-20,2025-12-20,S003,P0163,SUP013,60,60,False
SHIP00497,2025-10-20,2025-11-03,2025-11-03,S003,P0164,SUP022,99,99,False
SHIP00498,2025-09-09,2025-09-23,2025-09-23,S003,P0165,SUP015,72,72,False
SHIP00499,2025-12-04,2025-12-18,2025-12-18,S003,P0165,SUP015,72,72,False
SHIP00500,2025-09-23,2025-10-07,2025-10-07,S003,P0166,SUP030,111,111,False
SHIP00501,2025-12-16,2026-01-05,2026-01-05,S003,P0167,SUP001,81,81,False
SHIP00502,2025-10-04,2025-10-22,2025-10-22,S003,P0168,SUP020,111,111,False
SHIP00503,2025-11-11,2025-11-29,2025-11-30,S003,P0169,SUP003,93,93,True
SHIP00504,2025-08-02,2025-08-17,2025-08-17,S003,P0170,SUP017,96,96,False
SHIP00505,2025-12-10,2025-12-25,2025-12-25,S003,P0170,SUP017,96,96,False
SHIP00506,2025-12-24,2026-01-13,2026-01-13,S003,P0171,SUP005,63,63,False
SHIP00507,2025-10-20,2025-11-05,2025-11-06,S003,P0173,SUP029,60,60,True
SHIP00508,2026-01-09,2026-01-25,2026-01-25,S003,P0173,SUP029,60,60,False
SHIP00509,2025-12-26,2026-01-07,2026-01-07,S003,P0174,SUP012,66,66,False
SHIP00510,2025-09-24,2025-10-14,2025-10-14,S003,P0175,SUP006,114,109,False
SHIP00511,2025-10-11,2025-10-31,2025-10-31,S003,P0176,SUP027,114,114,False
SHIP00512,2025-09-16,2025-10-04,2025-10-04,S003,P0177,SUP020,120,120,False
SHIP00513,2025-10-20,2025-11-03,2025-11-03,S003,P0178,SUP022,87,87,False
SHIP00514,2025-08-17,2025-08-31,2025-08-31,S003,P0179,SUP030,96,96,False
SHIP00515,2025-11-27,2025-12-11,2025-12-11,S003,P0179,SUP030,96,96,False
SHIP00516,2025-08-01,2025-08-17,2025-08-17,S003,P0180,SUP029,90,90,False
SHIP00517,2025-11-21,2025-12-07,2025-12-07,S003,P0180,SUP029,90,90,False
SHIP00518,2025-09-02,2025-09-16,2025-09-16,S003,P0181,SUP009,117,117,False
SHIP00519,2025-10-26,2025-11-11,2025-11-11,S003,P0182,SUP029,93,93,False
SHIP00520,2025-08-09,2025-08-24,2025-08-24,S003,P0183,SUP024,99,99,False
SHIP00521,2025-11-20,2025-12-05,2025-12-05,S003,P0183,SUP024,99,99,False
SHIP00522,2025-08-20,2025-09-03,2025-09-03,S003,P0184,SUP009,81,81,False
SHIP00523,2025-11-29,2025-12-13,2025-12-16,S003,P0184,SUP009,81,81,True
SHIP00524,2025-10-13,2025-10-31,2025-10-31,S003,P0185,SUP020,114,114,False
SHIP00525,2025-10-01,2025-10-17,2025-10-17,S003,P0187,SUP007,108,108,False
SHIP00526,2025-08-30,2025-09-13,2025-09-13,S003,P0189,SUP009,96,96,False
SHIP00527,2025-09-16,2025-10-04,2025-10-04,S003,P0190,SUP003,90,90,False
SHIP00528,2025-12-31,2026-01-18,2026-01-18,S003,P0190,SUP003,90,90,False
SHIP00529,2025-09-16,2025-10-06,2025-10-07,S003,P0191,SUP027,90,90,True
SHIP00530,2026-01-14,2026-02-03,2026-02-08,S003,P0191,SUP027,90,90,True
SHIP00531,2025-12-06,2025-12-19,2025-12-26,S003,P0192,SUP002,75,75,True
SHIP00532,2025-08-04,2025-08-24,2025-08-28,S003,P0193,SUP011,108,108,True
SHIP00533,2025-12-14,2026-01-03,2026-01-03,S003,P0193,SUP011,108,108,False
SHIP00534,2025-12-04,2025-12-21,2025-12-21,S003,P0194,SUP021,69,69,False
SHIP00535,2025-10-30,2025-11-19,2025-11-19,S003,P0195,SUP006,108,108,False
SHIP00536,2025-09-09,2025-09-21,2025-09-21,S003,P0196,SUP018,93,93,False
SHIP00537,2026-01-06,2026-01-18,2026-01-20,S003,P0196,SUP018,93,93,True
SHIP00538,2025-09-27,2025-10-09,2025-10-09,S003,P0197,SUP018,120,120,False
SHIP00539,2025-09-04,2025-09-13,2025-09-13,S003,P0198,SUP004,81,81,False
SHIP00540,2025-09-11,2025-09-27,2025-09-27,S003,P0199,SUP029,72,72,False
SHIP00541,2025-12-23,2026-01-08,2026-01-08,S003,P0199,SUP029,72,72,False
SHIP00542,2025-11-27,2025-12-08,2025-12-09,S004,P0002,SUP008,27,27,True
SHIP00543,2025-11-23,2025-12-13,2025-12-13,S004,P0003,SUP005,30,30,False
SHIP00544,2025-10-20,2025-11-03,2025-11-03,S004,P0004,SUP022,18,18,False
SHIP00545,2025-12-14,2025-12-25,2025-12-25,S004,P0008,SUP008,30,30,False
SHIP00546,2025-11-28,2025-12-09,2025-12-09,S004,P0011,SUP008,30,30,False
SHIP00547,2026-01-08,2026-01-25,2026-01-25,S004,P0013,SUP026,15,15,False
SHIP00548,2025-12-30,2026-01-03,2026-01-05,S004,P0015,SUP023,21,21,True
SHIP00549,2025-09-01,2025-09-21,2025-09-21,S004,P0017,SUP005,21,21,False
SHIP00550,2025-10-16,2025-10-25,2025-10-26,S004,P0019,SUP004,24,24,True
SHIP00551,2025-10-12,2025-10-24,2025-10-24,S004,P0021,SUP012,21,21,False
SHIP00552,2025-11-09,2025-11-27,2025-11-27,S004,P0022,SUP020,15,15,False
SHIP00553,2025-12-10,2025-12-28,2025-12-28,S004,P0027,SUP003,30,30,False
SHIP00554,2025-08-12,2025-09-01,2025-09-03,S004,P0028,SUP027,24,24,True
SHIP00555,2025-11-21,2025-11-25,2025-11-25,S004,P0030,SUP023,21,21,False
SHIP00556,2025-09-10,2025-09-30,2025-09-30,S004,P0034,SUP028,24,24,False
SHIP00557,2025-11-01,2025-11-22,2025-11-22,S004,P0035,SUP013,21,21,False
SHIP00558,2025-09-26,2025-10-10,2025-10-10,S004,P0036,SUP015,27,27,False
SHIP00559,2025-10-22,2025-11-03,2025-11-03,S004,P0038,SUP012,18,18,False
SHIP00560,2026-01-04,2026-01-08,2026-01-08,S004,P0040,SUP023,27,27,False
SHIP00561,2025-11-11,2025-12-02,2025-12-02,S004,P0044,SUP013,24,24,False
SHIP00562,2025-11-05,2025-11-16,2025-11-16,S004,P0048,SUP008,15,15,False
SHIP00563,2025-12-27,2026-01-17,2026-01-17,S004,P0050,SUP013,30,30,False
SHIP00564,2025-10-25,2025-11-12,2025-11-12,S004,P0051,SUP003,72,72,False
SHIP00565,2025-10-20,2025-11-03,2025-11-03,S004,P0052,SUP030,57,57,False
SHIP00566,2025-11-09,2025-11-25,2025-11-25,S004,P0053,SUP007,51,51,False
SHIP00567,2025-12-26,2026-01-16,2026-01-16,S004,P0054,SUP013,57,57,False
SHIP00568,2025-09-19,2025-10-09,2025-10-09,S004,P0055,SUP005,72,72,False
SHIP00569,2025-10-05,2025-10-25,2025-10-25,S004,P0056,SUP005,81,81,False
SHIP00570,2025-09-17,2025-10-02,2025-10-02,S004,P0057,SUP024,51,51,False
SHIP00571,2025-09-28,2025-10-13,2025-10-13,S004,P0058,SUP024,81,81,False
SHIP00572,2025-12-13,2025-12-29,2025-12-29,S004,P0059,SUP029,75,75,False
SHIP00573,2025-09-28,2025-10-10,2025-10-10,S004,P0060,SUP012,51,51,False
SHIP00574,2025-12-25,2026-01-14,2026-01-14,S004,P0061,SUP005,84,84,False
SHIP00575,2025-10-31,2025-11-18,2025-11-18,S004,P0062,SUP003,78,78,False
SHIP00576,2025-07-27,2025-08-16,2025-08-16,S004,P0063,SUP028,78,78,False
SHIP00577,2025-09-23,2025-10-13,2025-10-13,S004,P0064,SUP005,60,60,False
SHIP00578,2025-08-14,2025-08-31,2025-08-31,S004,P0065,SUP026,75,75,False
SHIP00579,2025-11-25,2025-12-13,2025-12-13,S004,P0066,SUP020,90,90,False
SHIP00580,2025-09-20,2025-10-11,2025-10-11,S004,P0067,SUP013,66,66,False
SHIP00581,2025-09-19,2025-10-07,2025-10-07,S004,P0068,SUP020,57,57,False
SHIP00582,2025-08-09,2025-08-24,2025-08-24,S004,P0069,SUP017,72,72,False
SHIP00583,2026-01-10,2026-01-22,2026-01-22,S004,P0070,SUP018,54,54,False
SHIP00584,2025-11-19,2025-12-03,2025-12-07,S004,P0071,SUP022,48,48,True
SHIP00585,2025-12-22,2026-01-05,2026-01-05,S004,P0072,SUP022,75,75,False
SHIP00586,2025-11-17,2025-11-26,2025-11-26,S004,P0074,SUP004,81,81,False
SHIP00587,2025-09-14,2025-10-01,2025-10-01,S004,P0075,SUP014,60,60,False
SHIP00588,2025-09-28,2025-10-12,2025-10-12,S004,P0076,SUP015,60,60,False
SHIP00589,2025-11-29,2025-12-14,2025-12-14,S004,P0077,SUP024,87,87,False
SHIP00590,2025-07-18,2025-08-02,2025-08-02,S004,P0078,SUP017,84,84,False
SHIP00591,2025-10-25,2025-11-09,2025-11-09,S004,P0079,SUP017,66,66,False
SHIP00592,2025-12-29,2026-01-18,2026-01-18,S004,P0080,SUP028,72,72,False
SHIP00593,2025-12-09,2025-12-29,2025-12-29,S004,P0081,SUP027,87,87,False
SHIP00594,2025-09-09,2025-09-29,2025-09-29,S004,P0082,SUP005,66,66,False
SHIP00595,2025-09-12,2025-10-02,2025-10-02,S004,P0083,SUP025,90,90,False
SHIP00596,2025-09-10,2025-09-22,2025-09-22,S004,P0084,SUP018,78,78,False
SHIP00597,2026-01-13,2026-01-31,2026-01-31,S004,P0085,SUP020,87,87,False
SHIP00598,2025-09-30,2025-10-16,2025-10-20,S004,P0086,SUP016,72,72,True
SHIP00599,2025-11-10,2025-11-19,2025-11-19,S004,P0087,SUP004,81,81,False
SHIP00600,2025-11-28,2025-12-14,2025-12-14,S004,P0088,SUP029,84,84,False
SHIP00601,2025-09-15,2025-09-26,2025-09-26,S004,P0089,SUP008,63,63,False
SHIP00602,2026-01-01,2026-01-12,2026-01-12,S004,P0090,SUP008,57,57,False
SHIP00603,2025-09-25,2025-10-13,2025-10-13,S004,P0091,SUP003,48,48,False
SHIP00604,2025-11-13,2025-12-03,2025-12-03,S004,P0092,SUP027,90,90,False
SHIP00605,2025-10-25,2025-11-14,2025-11-16,S004,P0093,SUP025,54,54,True
